date,city,campaign,impressions,clicks,traffic,spend
2025-01-18,Delhi,BrandAwareness,2491,99,365,76.33
2025-01-12,Delhi,CoffeePush,1956,211,190,57.51
2025-01-22,Mumbai,BrandAwareness,4323,608,72,22.45
2025-01-29,Chennai,CoffeePush,2240,104,167,75.63
2025-01-11,Mumbai,CoffeePush,696,24,128,22.55
2025-01-11,Chennai,BrandAwareness,2037,56,292,61.99
2025-01-15,Bangalore,HolidaySale,4440,527,332,46.25
2025-01-20,Delhi,CoffeePush,5102,243,201,13.52
2025-01-26,Hyderabad,BrandAwareness,2058,273,298,32.83
2025-01-24,Mumbai,BrandAwareness,594,12,453,66.54
2025-01-21,Delhi,HolidaySale,4715,425,461,39.93
2025-01-27,Bangalore,BrandAwareness,3662,233,434,51.04
2025-01-03,Hyderabad,BrandAwareness,1530,120,306,49.62
2025-01-08,Delhi,BrandAwareness,1093,65,419,65.16
2025-01-21,Hyderabad,BrandAwareness,4141,62,445,53.14
2025-01-09,Delhi,CoffeePush,4273,361,459,11.78
2025-01-21,Mumbai,HolidaySale,802,24,322,30.46
2025-01-09,Bangalore,CoffeePush,2051,241,236,55.47
2025-01-22,Hyderabad,BrandAwareness,508,48,390,66.05
2025-01-02,Delhi,CoffeePush,5812,839,396,8.31
2025-01-12,Bangalore,CoffeePush,1607,196,365,19.79
2025-01-15,Hyderabad,CoffeePush,1703,55,329,40.41
2025-01-27,Hyderabad,CoffeePush,4768,636,136,31.23
2025-01-16,Hyderabad,HolidaySale,4686,438,444,14.17
2025-01-15,Delhi,CoffeePush,5240,226,398,14.26
2025-01-28,Chennai,CoffeePush,1030,119,202,64.75
2025-01-26,Chennai,BrandAwareness,2468,189,446,16.36
2025-01-13,Chennai,CoffeePush,507,40,70,24.08
2025-01-06,Mumbai,BrandAwareness,3131,166,206,39.57
2025-01-12,Bangalore,BrandAwareness,4812,373,180,29.59
2025-01-02,Hyderabad,BrandAwareness,5852,326,361,56.43
2025-01-05,Chennai,HolidaySale,2650,360,104,17.34
2025-01-16,Mumbai,HolidaySale,3622,450,361,5.14
2025-01-20,Mumbai,HolidaySale,3215,219,165,7.33
2025-01-06,Hyderabad,HolidaySale,803,58,248,64.36
2025-01-07,Delhi,HolidaySale,5384,282,58,54.2
2025-01-22,Hyderabad,BrandAwareness,3209,79,271,36.45
2025-01-21,Hyderabad,BrandAwareness,3398,160,369,10.18
2025-01-13,Hyderabad,CoffeePush,2639,160,66,76.78
2025-01-10,Mumbai,BrandAwareness,3962,570,119,49.91
2025-01-16,Chennai,BrandAwareness,5558,713,429,35.52
2025-01-05,Bangalore,BrandAwareness,3275,41,443,48.12
2025-01-18,Bangalore,CoffeePush,889,104,31,46.72
2025-01-22,Hyderabad,HolidaySale,5043,398,385,74.82
2025-01-12,Mumbai,CoffeePush,3034,61,472,30.85
2025-01-14,Mumbai,CoffeePush,5871,742,338,42.64
2025-01-29,Delhi,BrandAwareness,2374,270,381,68.25
2025-01-07,Bangalore,HolidaySale,4945,364,80,71.18
2025-01-21,Mumbai,BrandAwareness,1375,25,162,15.46
2025-01-21,Chennai,BrandAwareness,1486,22,110,52.06
2025-01-04,Hyderabad,HolidaySale,4329,117,307,16.49
2025-01-06,Delhi,CoffeePush,3201,161,293,38.03
2025-01-17,Bangalore,CoffeePush,4948,156,421,55.61
2025-01-14,Chennai,BrandAwareness,3514,289,337,73.35
2025-01-06,Chennai,CoffeePush,589,83,387,73.12
2025-01-11,Hyderabad,CoffeePush,756,34,470,72.92
2025-01-05,Mumbai,HolidaySale,1691,130,319,66.26
2025-01-05,Bangalore,CoffeePush,5160,117,142,59.7
2025-01-01,Hyderabad,BrandAwareness,3852,466,210,5.62
2025-01-15,Delhi,BrandAwareness,850,48,73,40.18
2025-01-11,Mumbai,BrandAwareness,1699,124,98,79.06
2025-01-10,Delhi,HolidaySale,5042,337,83,39.75
2025-01-19,Mumbai,CoffeePush,786,64,185,9.83
2025-01-12,Hyderabad,BrandAwareness,4658,418,443,66.16
2025-01-27,Chennai,BrandAwareness,3866,532,58,77.93
2025-01-25,Bangalore,CoffeePush,2483,35,471,38.19
2025-01-24,Delhi,HolidaySale,762,27,363,66.9
2025-01-24,Hyderabad,BrandAwareness,1948,104,107,35.47
2025-01-13,Chennai,BrandAwareness,1524,126,106,62.01
2025-01-07,Delhi,CoffeePush,3637,446,319,78.74
2025-01-14,Delhi,HolidaySale,4045,244,103,56.0
2025-01-07,Bangalore,HolidaySale,5069,256,67,55.77
2025-01-09,Chennai,CoffeePush,1656,91,452,28.16
2025-01-26,Chennai,BrandAwareness,3728,395,470,28.82
2025-01-17,Hyderabad,BrandAwareness,5615,119,419,31.29
2025-01-04,Hyderabad,HolidaySale,1176,167,227,70.94
2025-01-17,Bangalore,HolidaySale,1515,105,421,7.3
2025-01-14,Chennai,HolidaySale,4608,457,46,13.68
2025-01-29,Mumbai,HolidaySale,4112,455,359,42.45
2025-01-03,Mumbai,CoffeePush,2410,94,251,25.29
2025-01-21,Bangalore,CoffeePush,4380,241,488,29.14
2025-01-30,Delhi,HolidaySale,4504,279,41,17.85
2025-01-19,Delhi,BrandAwareness,597,10,279,15.01
2025-01-27,Bangalore,CoffeePush,4922,56,197,40.25
2025-01-19,Chennai,HolidaySale,1595,197,103,39.69
2025-01-15,Hyderabad,HolidaySale,4227,432,361,23.76
2025-01-13,Delhi,CoffeePush,4170,200,408,41.15
2025-01-30,Bangalore,HolidaySale,830,110,145,34.97
2025-01-18,Mumbai,CoffeePush,4591,147,164,19.83
2025-01-10,Bangalore,CoffeePush,3392,503,352,70.92
2025-01-11,Delhi,BrandAwareness,5470,58,202,68.68
2025-01-18,Delhi,CoffeePush,3011,102,485,37.51
2025-01-22,Mumbai,HolidaySale,837,37,175,30.9
2025-01-25,Bangalore,HolidaySale,588,41,372,17.23
2025-01-17,Hyderabad,HolidaySale,4936,646,230,73.24
2025-01-23,Bangalore,BrandAwareness,3212,43,412,58.94
2025-01-03,Chennai,CoffeePush,5484,362,276,49.95
2025-01-19,Mumbai,CoffeePush,2366,182,268,5.73
2025-01-11,Chennai,BrandAwareness,1453,81,384,22.28
2025-01-14,Bangalore,BrandAwareness,5898,108,488,23.25
2025-01-13,Mumbai,CoffeePush,1291,146,250,37.46
2025-01-15,Chennai,BrandAwareness,695,62,192,60.18
2025-01-20,Mumbai,HolidaySale,5763,23,95,21.66
2025-01-22,Delhi,CoffeePush,810,77,373,77.3
2025-01-29,Delhi,HolidaySale,1638,156,271,53.54
2025-01-02,Chennai,CoffeePush,5161,385,96,51.54
2025-01-08,Chennai,BrandAwareness,5695,760,23,45.82
2025-01-19,Chennai,BrandAwareness,652,86,74,9.64
2025-01-20,Chennai,BrandAwareness,5173,91,303,73.91
2025-01-16,Delhi,CoffeePush,3029,69,371,60.38
2025-01-19,Delhi,CoffeePush,2217,122,450,72.65
2025-01-12,Chennai,HolidaySale,5931,24,145,62.77
2025-01-05,Mumbai,CoffeePush,2933,160,228,20.16
2025-01-09,Delhi,CoffeePush,1546,192,453,44.22
2025-01-13,Bangalore,BrandAwareness,4696,474,356,55.99
2025-01-29,Hyderabad,BrandAwareness,518,42,495,46.96
2025-01-26,Bangalore,CoffeePush,3171,154,274,8.02
2025-01-17,Bangalore,BrandAwareness,1146,136,281,38.57
2025-01-22,Chennai,BrandAwareness,937,107,129,20.12
2025-01-02,Chennai,HolidaySale,4381,38,405,13.35
2025-01-29,Hyderabad,HolidaySale,5080,181,462,51.0
2025-01-06,Chennai,BrandAwareness,5683,492,220,24.92
2025-01-06,Hyderabad,BrandAwareness,4540,490,324,58.27
2025-01-11,Mumbai,HolidaySale,3523,94,71,25.82
2025-01-04,Chennai,CoffeePush,3640,95,95,46.99
2025-01-11,Mumbai,CoffeePush,2164,271,314,63.96
2025-01-19,Mumbai,HolidaySale,2286,268,86,46.1
2025-01-14,Hyderabad,CoffeePush,1548,231,119,75.78
2025-01-16,Chennai,HolidaySale,4568,14,273,34.82
2025-01-19,Bangalore,CoffeePush,4864,342,386,76.83
2025-01-21,Chennai,HolidaySale,2184,166,275,70.73
2025-01-23,Chennai,CoffeePush,927,66,461,61.27
2025-01-07,Bangalore,CoffeePush,3981,302,63,55.55
2025-01-02,Chennai,HolidaySale,3519,158,490,36.31
2025-01-11,Hyderabad,CoffeePush,5075,421,438,15.83
2025-01-23,Mumbai,HolidaySale,5218,67,150,17.93
2025-01-02,Mumbai,BrandAwareness,1842,177,113,77.19
2025-01-27,Chennai,BrandAwareness,5456,181,45,73.16
2025-01-30,Delhi,BrandAwareness,3686,482,344,34.22
2025-01-12,Bangalore,HolidaySale,1154,57,133,55.82
2025-01-29,Chennai,CoffeePush,1813,144,472,14.76
2025-01-18,Mumbai,HolidaySale,3361,418,464,40.69
2025-01-02,Chennai,CoffeePush,972,63,203,74.61
2025-01-02,Hyderabad,CoffeePush,4641,239,270,33.17
2025-01-22,Hyderabad,CoffeePush,4413,399,160,31.04
2025-01-06,Mumbai,BrandAwareness,1032,30,200,7.65
2025-01-17,Chennai,CoffeePush,3108,227,231,14.78
2025-01-26,Chennai,BrandAwareness,1472,33,347,10.35
2025-01-02,Delhi,CoffeePush,5111,309,395,14.76
2025-01-07,Hyderabad,CoffeePush,2479,318,329,11.77
2025-01-21,Hyderabad,CoffeePush,2579,300,367,60.64
2025-01-27,Chennai,BrandAwareness,1452,129,298,63.02
2025-01-17,Bangalore,HolidaySale,1354,51,62,11.38
2025-01-27,Mumbai,CoffeePush,2098,98,67,38.26
2025-01-01,Bangalore,BrandAwareness,2243,84,280,44.95
2025-01-11,Mumbai,HolidaySale,1694,205,448,63.47
2025-01-04,Delhi,BrandAwareness,1215,154,203,42.6
2025-01-30,Mumbai,CoffeePush,2810,58,438,8.87
2025-01-19,Mumbai,BrandAwareness,1192,40,177,79.65
2025-01-28,Mumbai,BrandAwareness,5191,100,409,77.14
2025-01-25,Bangalore,CoffeePush,4425,164,157,24.06
2025-01-23,Hyderabad,BrandAwareness,3917,349,367,61.03
2025-01-11,Mumbai,BrandAwareness,1464,177,51,40.08
2025-01-06,Bangalore,CoffeePush,3218,370,209,28.66
2025-01-24,Chennai,HolidaySale,1208,37,420,64.61
2025-01-19,Hyderabad,CoffeePush,3296,379,425,19.39
2025-01-28,Bangalore,CoffeePush,2250,61,411,70.14
2025-01-27,Bangalore,BrandAwareness,501,52,72,10.4
2025-01-29,Hyderabad,BrandAwareness,5556,80,337,56.37
2025-01-22,Delhi,BrandAwareness,5623,214,129,74.29
2025-01-06,Delhi,HolidaySale,872,16,290,62.5
2025-01-25,Hyderabad,HolidaySale,1072,21,266,38.24
2025-01-03,Delhi,BrandAwareness,4693,404,236,61.66
2025-01-29,Mumbai,CoffeePush,4541,258,219,9.69
2025-01-03,Hyderabad,CoffeePush,2123,253,361,70.97
2025-01-30,Hyderabad,BrandAwareness,3841,326,233,72.77
2025-01-10,Hyderabad,CoffeePush,5560,422,32,15.75
2025-01-11,Delhi,BrandAwareness,3121,87,129,27.17
2025-01-03,Delhi,HolidaySale,5468,571,188,53.74
2025-01-24,Chennai,CoffeePush,2162,309,120,36.23
2025-01-10,Mumbai,BrandAwareness,1471,163,406,58.33
2025-01-28,Delhi,CoffeePush,3186,52,314,27.2
2025-01-06,Mumbai,CoffeePush,4308,378,172,33.04
2025-01-07,Hyderabad,HolidaySale,4364,452,33,36.0
2025-01-22,Bangalore,CoffeePush,5030,74,304,70.36
2025-01-08,Bangalore,BrandAwareness,4896,693,104,17.68
2025-01-27,Mumbai,HolidaySale,1748,180,177,61.44
2025-01-11,Bangalore,CoffeePush,1289,127,177,19.56
2025-01-23,Chennai,HolidaySale,3171,231,213,38.74
2025-01-20,Bangalore,BrandAwareness,2799,348,371,42.78
2025-01-22,Chennai,CoffeePush,2050,166,497,45.07
2025-01-20,Hyderabad,BrandAwareness,799,12,436,53.37
2025-01-16,Bangalore,HolidaySale,5328,273,307,43.9
2025-01-26,Bangalore,CoffeePush,4014,256,47,36.73
2025-01-15,Delhi,HolidaySale,1174,42,305,61.98
2025-01-08,Delhi,HolidaySale,4625,30,357,43.56
2025-01-30,Delhi,BrandAwareness,5012,567,209,19.62
2025-01-17,Hyderabad,CoffeePush,2806,35,221,55.45
2025-01-03,Delhi,HolidaySale,3545,183,424,45.02
2025-01-10,Bangalore,BrandAwareness,4539,613,187,30.28
2025-01-12,Chennai,HolidaySale,2772,337,265,16.98
2025-01-23,Chennai,BrandAwareness,4899,252,172,45.77
2025-01-17,Delhi,CoffeePush,1684,54,296,30.83
2025-01-21,Delhi,CoffeePush,5653,687,330,11.23
2025-01-07,Hyderabad,HolidaySale,2429,344,121,51.88
2025-01-10,Mumbai,BrandAwareness,5935,862,97,69.69
2025-01-30,Chennai,HolidaySale,3981,61,281,10.03
2025-01-06,Mumbai,HolidaySale,1574,162,95,60.15
2025-01-22,Mumbai,BrandAwareness,3327,19,461,75.93
2025-01-04,Delhi,HolidaySale,655,75,306,22.57
2025-01-18,Bangalore,HolidaySale,5733,656,189,53.32
2025-01-28,Hyderabad,BrandAwareness,518,14,199,52.43
2025-01-19,Delhi,CoffeePush,1618,85,86,15.56
2025-01-23,Mumbai,BrandAwareness,906,100,228,25.94
2025-01-29,Delhi,BrandAwareness,1885,84,245,72.83
2025-01-07,Mumbai,CoffeePush,2998,338,132,60.02
2025-01-01,Hyderabad,CoffeePush,1276,21,264,62.19
2025-01-08,Chennai,CoffeePush,5858,655,101,51.52
2025-01-26,Bangalore,BrandAwareness,3142,166,99,64.84
2025-01-10,Delhi,HolidaySale,805,48,423,16.63
2025-01-12,Bangalore,HolidaySale,5187,335,418,7.79
2025-01-27,Hyderabad,HolidaySale,3268,396,213,46.43
2025-01-08,Chennai,CoffeePush,1582,72,237,72.11
2025-01-09,Hyderabad,CoffeePush,5960,88,446,59.99
2025-01-13,Delhi,HolidaySale,3774,533,49,79.0
2025-01-28,Delhi,CoffeePush,937,77,377,66.14
2025-01-08,Chennai,CoffeePush,5594,59,93,12.06
2025-01-06,Bangalore,CoffeePush,1789,196,149,58.47
2025-01-28,Bangalore,CoffeePush,2260,81,151,70.3
2025-01-06,Delhi,HolidaySale,5260,225,230,49.22
2025-01-04,Mumbai,HolidaySale,1022,19,408,52.01
2025-01-06,Chennai,HolidaySale,2201,241,212,63.4
2025-01-02,Chennai,CoffeePush,4886,530,165,28.33
2025-01-12,Bangalore,CoffeePush,4588,217,113,14.91
2025-01-09,Chennai,CoffeePush,2789,44,326,43.86
2025-01-25,Hyderabad,CoffeePush,2854,419,315,23.55
2025-01-08,Mumbai,BrandAwareness,3144,96,374,64.04
2025-01-26,Bangalore,BrandAwareness,5260,523,200,44.9
2025-01-11,Chennai,BrandAwareness,1201,132,426,14.77
2025-01-12,Chennai,BrandAwareness,5559,70,31,58.38
2025-01-27,Chennai,CoffeePush,4799,574,373,17.42
2025-01-05,Chennai,CoffeePush,1794,268,83,19.78
2025-01-29,Mumbai,HolidaySale,4512,332,459,40.18
2025-01-14,Chennai,HolidaySale,1667,137,71,69.89
2025-01-17,Delhi,BrandAwareness,953,85,482,37.4
2025-01-05,Mumbai,BrandAwareness,4005,64,144,65.47
2025-01-21,Hyderabad,CoffeePush,5397,51,429,60.13
2025-01-21,Bangalore,BrandAwareness,3050,45,291,31.33
2025-01-17,Delhi,HolidaySale,3084,101,164,62.7
2025-01-15,Hyderabad,BrandAwareness,4879,238,44,11.03
2025-01-08,Delhi,CoffeePush,4339,602,444,58.14
2025-01-15,Hyderabad,HolidaySale,5486,517,395,50.61
2025-01-08,Bangalore,BrandAwareness,1100,23,91,68.25
2025-01-01,Chennai,CoffeePush,4225,243,191,5.42
2025-01-21,Mumbai,CoffeePush,2893,334,412,38.26
2025-01-06,Mumbai,HolidaySale,4525,440,46,59.9
2025-01-10,Chennai,CoffeePush,4128,573,136,19.31
2025-01-24,Hyderabad,HolidaySale,5584,739,137,37.52
2025-01-14,Delhi,HolidaySale,937,78,271,62.54
2025-01-17,Chennai,HolidaySale,1479,116,178,70.31
2025-01-25,Mumbai,HolidaySale,2605,82,180,50.42
2025-01-08,Bangalore,BrandAwareness,2713,188,400,30.49
2025-01-04,Mumbai,BrandAwareness,3568,207,136,5.81
2025-01-21,Chennai,HolidaySale,4350,52,253,75.72
2025-01-10,Hyderabad,BrandAwareness,1797,248,228,28.6
2025-01-23,Hyderabad,BrandAwareness,1837,52,37,40.05
2025-01-02,Delhi,CoffeePush,5683,127,181,43.85
2025-01-23,Mumbai,BrandAwareness,4002,168,33,61.4
2025-01-28,Delhi,HolidaySale,1023,121,422,59.26
2025-01-30,Delhi,HolidaySale,1624,200,189,60.67
2025-01-17,Mumbai,CoffeePush,2554,316,384,20.27
2025-01-23,Mumbai,CoffeePush,2755,112,159,67.5
2025-01-05,Hyderabad,CoffeePush,669,96,226,68.49
2025-01-17,Bangalore,CoffeePush,4447,408,319,55.87
2025-01-22,Mumbai,HolidaySale,4966,502,467,21.54
2025-01-01,Hyderabad,HolidaySale,2792,42,98,43.98
2025-01-02,Mumbai,CoffeePush,4759,439,245,14.51
2025-01-16,Mumbai,BrandAwareness,656,57,443,75.25
2025-01-28,Delhi,HolidaySale,2842,357,56,56.45
2025-01-15,Hyderabad,CoffeePush,3593,414,401,21.55
2025-01-26,Mumbai,BrandAwareness,3060,138,394,59.96
2025-01-11,Hyderabad,BrandAwareness,1735,183,198,59.23
2025-01-25,Mumbai,HolidaySale,3135,260,218,21.18
2025-01-11,Hyderabad,HolidaySale,5137,630,300,73.89
2025-01-22,Chennai,CoffeePush,1461,176,468,53.96
2025-01-07,Bangalore,BrandAwareness,2905,227,311,61.83
2025-01-16,Chennai,HolidaySale,4766,30,266,40.08
2025-01-10,Bangalore,BrandAwareness,3888,19,216,53.29
2025-01-09,Bangalore,CoffeePush,683,58,482,20.76
2025-01-28,Delhi,CoffeePush,1551,69,209,42.26
2025-01-16,Chennai,HolidaySale,2688,17,415,35.72
2025-01-11,Hyderabad,CoffeePush,4994,167,25,37.89
2025-01-06,Chennai,CoffeePush,5734,289,219,12.51
2025-01-11,Mumbai,BrandAwareness,1670,186,305,69.64
2025-01-29,Bangalore,CoffeePush,4392,301,420,21.17
2025-01-30,Hyderabad,HolidaySale,3692,13,230,69.99
2025-01-25,Bangalore,BrandAwareness,2141,280,388,19.78
2025-01-23,Mumbai,CoffeePush,2740,286,182,22.66
2025-01-02,Hyderabad,CoffeePush,956,124,137,11.83
2025-01-06,Bangalore,BrandAwareness,5938,652,208,57.95
2025-01-21,Mumbai,BrandAwareness,710,30,195,53.69
2025-01-08,Bangalore,BrandAwareness,655,79,369,69.5
2025-01-22,Hyderabad,BrandAwareness,1331,116,315,77.5
2025-01-18,Mumbai,BrandAwareness,4676,408,206,18.88
2025-01-14,Delhi,BrandAwareness,926,73,211,42.5
2025-01-25,Bangalore,BrandAwareness,1880,13,453,43.92
2025-01-26,Chennai,HolidaySale,4652,265,372,12.34
2025-01-11,Bangalore,BrandAwareness,5983,129,141,38.2
2025-01-30,Delhi,BrandAwareness,1526,134,424,39.91
2025-01-01,Delhi,BrandAwareness,3138,384,452,12.06
2025-01-13,Hyderabad,HolidaySale,619,40,351,63.06
2025-01-23,Hyderabad,BrandAwareness,3029,331,181,49.0
2025-01-29,Bangalore,HolidaySale,5902,100,342,16.85
2025-01-05,Delhi,BrandAwareness,1611,103,331,27.86
2025-01-27,Delhi,CoffeePush,3186,321,98,14.52
2025-01-17,Hyderabad,CoffeePush,5486,797,252,72.3
2025-01-07,Bangalore,BrandAwareness,3332,229,136,32.43
2025-01-16,Chennai,BrandAwareness,766,54,250,79.38
2025-01-17,Mumbai,HolidaySale,5183,415,180,20.79
2025-01-23,Hyderabad,CoffeePush,4442,497,181,57.67
2025-01-02,Chennai,BrandAwareness,2574,136,420,59.62
2025-01-23,Delhi,BrandAwareness,5478,708,99,74.49
2025-01-24,Hyderabad,CoffeePush,2958,199,89,37.15
2025-01-11,Bangalore,CoffeePush,4473,121,111,23.38
2025-01-10,Chennai,BrandAwareness,1587,149,459,64.97
2025-01-02,Bangalore,HolidaySale,4841,663,270,23.8
2025-01-30,Hyderabad,BrandAwareness,4853,360,167,40.42
2025-01-25,Bangalore,CoffeePush,2051,61,225,36.26
2025-01-28,Delhi,BrandAwareness,1241,108,473,37.76
2025-01-13,Chennai,BrandAwareness,3401,220,372,62.81
2025-01-23,Mumbai,CoffeePush,5083,742,221,60.61
2025-01-20,Mumbai,HolidaySale,2397,195,333,10.09
2025-01-27,Chennai,BrandAwareness,4166,481,93,36.65
2025-01-01,Delhi,CoffeePush,5617,541,220,35.27
2025-01-09,Chennai,HolidaySale,3312,407,92,5.21
2025-01-16,Chennai,CoffeePush,2580,248,22,73.27
2025-01-04,Delhi,CoffeePush,618,89,97,9.7
2025-01-02,Mumbai,BrandAwareness,4570,223,486,53.99
2025-01-12,Mumbai,BrandAwareness,5626,483,482,16.59
2025-01-12,Chennai,HolidaySale,4211,477,71,13.29
2025-01-02,Hyderabad,HolidaySale,4321,257,337,17.34
2025-01-05,Mumbai,CoffeePush,4196,486,399,19.04
2025-01-27,Chennai,BrandAwareness,4408,486,464,45.59
2025-01-11,Delhi,BrandAwareness,5277,559,457,17.89
2025-01-17,Bangalore,BrandAwareness,1522,95,128,60.75
2025-01-30,Bangalore,CoffeePush,4548,51,356,19.88
2025-01-07,Hyderabad,CoffeePush,4606,32,70,26.94
2025-01-18,Delhi,CoffeePush,2156,190,143,55.06
2025-01-04,Chennai,BrandAwareness,2555,306,458,58.02
2025-01-27,Mumbai,HolidaySale,4055,412,124,72.74
2025-01-19,Chennai,BrandAwareness,1412,82,459,32.85
2025-01-03,Chennai,HolidaySale,1631,163,407,43.43
2025-01-17,Bangalore,CoffeePush,3264,352,336,41.79
2025-01-11,Bangalore,CoffeePush,2360,194,145,9.95
2025-01-12,Bangalore,BrandAwareness,1974,239,49,53.94
2025-01-27,Chennai,HolidaySale,5341,701,450,78.77
2025-01-03,Mumbai,HolidaySale,1445,75,121,56.44
2025-01-24,Delhi,HolidaySale,3053,193,210,7.53
2025-01-07,Bangalore,BrandAwareness,5034,109,333,6.06
2025-01-04,Hyderabad,BrandAwareness,519,36,168,41.26
2025-01-14,Hyderabad,CoffeePush,3939,512,418,51.49
2025-01-15,Delhi,CoffeePush,4364,358,307,27.76
2025-01-14,Mumbai,HolidaySale,1308,78,500,57.61
2025-01-13,Delhi,BrandAwareness,5295,326,342,10.32
2025-01-07,Bangalore,BrandAwareness,2634,271,294,11.13
2025-01-21,Chennai,HolidaySale,5149,337,286,69.47
2025-01-22,Delhi,HolidaySale,2598,27,473,41.24
2025-01-16,Delhi,HolidaySale,2485,125,220,75.44
2025-01-03,Bangalore,CoffeePush,5643,100,51,29.61
2025-01-03,Bangalore,HolidaySale,2707,200,103,74.25
2025-01-07,Bangalore,BrandAwareness,3600,423,292,8.11
2025-01-13,Chennai,HolidaySale,729,37,319,64.76
2025-01-11,Mumbai,CoffeePush,2597,207,70,6.05
2025-01-30,Hyderabad,CoffeePush,4638,157,93,17.94
2025-01-16,Hyderabad,BrandAwareness,3954,342,300,77.57
2025-01-18,Bangalore,BrandAwareness,940,121,312,49.3
2025-01-20,Mumbai,BrandAwareness,2865,90,342,62.14
2025-01-03,Bangalore,HolidaySale,666,59,493,42.71
2025-01-11,Bangalore,CoffeePush,3058,437,165,13.31
2025-01-12,Delhi,HolidaySale,5375,307,150,53.19
2025-01-24,Hyderabad,BrandAwareness,687,73,171,42.35
2025-01-15,Bangalore,CoffeePush,3930,121,315,58.64
2025-01-23,Bangalore,CoffeePush,1453,170,335,61.96
2025-01-10,Hyderabad,BrandAwareness,4772,434,154,46.98
2025-01-30,Mumbai,CoffeePush,5512,729,307,58.05
2025-01-05,Delhi,BrandAwareness,2047,24,265,77.29
2025-01-30,Bangalore,CoffeePush,2796,376,176,73.43
2025-01-27,Delhi,CoffeePush,5055,567,159,10.7
2025-01-26,Chennai,CoffeePush,3350,281,267,51.53
2025-01-18,Bangalore,BrandAwareness,2830,91,264,34.88
2025-01-14,Mumbai,HolidaySale,4440,450,364,74.97
2025-01-06,Delhi,BrandAwareness,2047,251,65,53.74
2025-01-02,Bangalore,BrandAwareness,1321,53,309,78.97
2025-01-26,Bangalore,HolidaySale,1902,253,121,26.13
2025-01-09,Delhi,CoffeePush,5009,18,289,55.67
2025-01-17,Mumbai,BrandAwareness,5154,645,367,41.75
2025-01-08,Bangalore,CoffeePush,2197,96,140,14.31
2025-01-24,Hyderabad,HolidaySale,2226,203,292,33.64
2025-01-25,Mumbai,CoffeePush,4128,307,130,60.9
2025-01-26,Chennai,BrandAwareness,2119,187,41,44.66
2025-01-12,Hyderabad,HolidaySale,1729,139,457,38.82
2025-01-13,Mumbai,CoffeePush,2829,418,270,46.93
2025-01-21,Mumbai,HolidaySale,1408,63,446,15.81
2025-01-18,Hyderabad,BrandAwareness,3429,33,361,37.6
2025-01-21,Bangalore,BrandAwareness,4639,372,404,41.47
2025-01-16,Bangalore,HolidaySale,987,64,382,60.9
2025-01-07,Mumbai,HolidaySale,1740,114,141,78.24
2025-01-05,Delhi,CoffeePush,2682,36,174,10.4
2025-01-29,Hyderabad,HolidaySale,2374,270,218,59.01
2025-01-16,Hyderabad,BrandAwareness,5238,246,63,38.31
2025-01-17,Delhi,BrandAwareness,4136,59,242,71.1
2025-01-30,Delhi,CoffeePush,2610,359,381,31.21
2025-01-07,Bangalore,BrandAwareness,3275,277,485,55.84
2025-01-09,Chennai,BrandAwareness,3888,208,481,40.74
2025-01-04,Delhi,HolidaySale,4273,69,221,64.72
2025-01-05,Hyderabad,CoffeePush,950,26,252,12.58
2025-01-18,Hyderabad,BrandAwareness,1079,20,310,27.46
2025-01-17,Mumbai,BrandAwareness,3280,354,143,56.57
2025-01-15,Mumbai,CoffeePush,857,88,460,10.07
2025-01-14,Bangalore,HolidaySale,1518,128,373,13.92
2025-01-24,Chennai,BrandAwareness,3394,123,242,40.79
2025-01-23,Delhi,CoffeePush,1085,10,282,51.25
2025-01-27,Hyderabad,HolidaySale,4734,325,484,52.03
2025-01-21,Chennai,HolidaySale,2410,169,331,47.96
2025-01-24,Mumbai,CoffeePush,3137,67,405,7.23
2025-01-21,Mumbai,BrandAwareness,4768,175,387,44.28
2025-01-27,Delhi,BrandAwareness,1593,140,236,11.62
2025-01-04,Delhi,BrandAwareness,5784,410,460,36.39
2025-01-08,Mumbai,CoffeePush,1758,166,243,30.16
2025-01-15,Hyderabad,HolidaySale,3462,373,499,25.26
2025-01-14,Chennai,CoffeePush,4615,414,400,9.7
2025-01-23,Chennai,HolidaySale,3799,506,378,20.45
2025-01-14,Chennai,CoffeePush,2518,360,306,56.05
2025-01-23,Hyderabad,CoffeePush,3296,309,66,35.87
2025-01-08,Hyderabad,BrandAwareness,647,38,423,31.84
2025-01-13,Mumbai,HolidaySale,1451,119,256,41.69
2025-01-19,Mumbai,BrandAwareness,4402,253,141,67.89
2025-01-15,Chennai,BrandAwareness,5898,482,171,40.63
2025-01-25,Hyderabad,HolidaySale,3217,248,112,40.76
2025-01-17,Chennai,HolidaySale,4739,98,450,23.68
2025-01-30,Bangalore,BrandAwareness,3434,472,499,40.23
2025-01-02,Mumbai,BrandAwareness,4384,97,425,39.15
2025-01-23,Bangalore,HolidaySale,4425,648,464,65.06
2025-01-17,Chennai,HolidaySale,4561,16,487,26.42
2025-01-03,Hyderabad,CoffeePush,4293,277,86,30.3
2025-01-21,Delhi,CoffeePush,4810,275,186,53.61
2025-01-27,Hyderabad,CoffeePush,4059,320,87,65.21
2025-01-02,Hyderabad,HolidaySale,4768,19,490,45.16
2025-01-23,Bangalore,CoffeePush,3635,391,404,74.82
2025-01-06,Hyderabad,BrandAwareness,5766,744,81,6.16
